time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511
1532995141.471,14,-5,-2,-12,-15,-5,1,0,0,0,-11,8,-5,-9,-7,6,-3,-15,16,-6,8,1,-3,-5,-6,-10,-7,9,-5,2,8,1,-12,-14,-13,-12,-11,-4,4,9,-21,-14,-11,-5,7,-11,-18,-7,-5,-17,-13,4,-12,-12,1,-6,-4,11,15,-17,-10,-1,3,-10,-2,-17,9,2,-11,-6,-9,6,4,-5,-7,-2,-6,-4,6,16,0,-19,-1,1,16,-3,-2,12,-3,-11,-9,-10,-2,-12,-1,-27,-9,-17,-13,0,-5,-3,0,-8,-10,-1,6,-3,-2,-7,0,-1,6,-4,6,0,8,-2,2,-14,11,-5,9,5,-11,10,14,-2,7,-16,4,-1,4,8,5,1,5,-15,2,-1,2,-15,-8,-9,1,-15,4,-6,8,4,-6,-12,-6,-14,-3,5,-8,5,2,0,9,-13,-9,-12,2,1,-3,-10,5,-5,-8,-8,8,-15,4,15,11,4,-7,-10,3,6,-10,4,-3,-16,-5,-15,-4,-10,-3,-6,-2,-25,-6,-4,-8,-11,3,10,7,-11,4,0,3,3,5,-4,3,-3,-12,3,13,-22,-5,-16,-3,9,21,12,6,10,12,0,-17,-19,-10,11,-3,2,0,19,6,-4,7,0,3,-3,-2,3,5,-21,13,0,-4,-3,-5,-4,-4,-2,-8,-7,-1,-7,1,-4,6,-4,-8,-9,-1,-4,7,-1,-3,12,-13,-4,-8,-4,6,3,33,8,3,1,-5,-7,4,4,9,-5,-5,-2,1,0,-6,0,162,40,8,-10,-4,14,-6,-21,9,11,-2,1,-3,8,3,-6,882,238,8,3,-6,-2,-1,8,-3,3,-2,11,-10,-9,-8,-8,254,84,20,21,7,0,4,9,7,4,-12,-9,-11,-3,-22,2,17,-10,11,-5,-6,-5,6,6,16,8,20,8,3,15,-12,-4,-8,-17,-22,6,-5,3,-1,13,-9,12,-6,-1,10,7,0,3,7,-16,-4,6,5,1,7,2,-18,-5,-3,5,-2,1,-9,-8,-12,-17,0,-2,1,0,4,5,-2,1,8,6,-2,12,10,4,0,-1,1,-9,-5,2,-2,-2,4,2,-6,-1,5,6,7,4,-6,-12,4,-1,-8,-2,-4,-9,0,1,13,9,1,8,6,3,-3,-16,9,16,-2,-3,1,-1,2,4,-12,-3,13,-5,-16,10,-8,-21,6,0,9,5,-5,-5,2,9,0,9,10,9,9,3,9,-22,8,8,-1,13,-4,-1,-2,10,0,-4,-8,-5,-13,7,-3,-16,-1,8,8,14,2,1,-4,-2,-6,10,3,5,3,3,-2,-16,7,2,4,0,1,0,15,11,-3,-6,6,4,-15,-14
1532995141.477,9,-5,0,-12,-17,-2,0,0,0,0,-1,9,8,-13,3,4,14,-6,9,-6,3,-8,-12,-11,-19,-3,-9,4,-11,-5,-4,7,-1,-11,-5,-2,3,7,7,-3,-13,-1,6,-10,0,-5,2,-13,9,-2,-7,10,-4,1,-12,-9,7,-8,-3,-3,12,-2,4,5,-12,5,1,-2,6,-16,4,-3,-1,8,6,-4,-6,8,-6,-12,-13,-7,5,4,-3,3,-5,3,-8,15,11,19,5,-16,-6,-8,3,-1,-18,9,-1,-5,0,-1,-3,9,-12,11,11,4,-9,-11,-16,-4,-27,3,6,-2,12,-7,2,-2,4,3,2,-3,-19,-15,3,-4,6,-1,-7,12,12,18,-7,-5,19,7,2,-10,-4,18,-3,-3,-1,-3,3,1,6,-12,5,2,1,9,10,1,-3,-9,-4,2,-1,1,-13,-8,-6,-6,3,-8,-4,-1,-7,-1,8,15,-5,1,7,-13,-5,-6,3,8,-8,0,-14,1,-4,1,1,-3,0,-13,-7,6,-10,11,0,7,-13,-2,2,-5,12,-14,15,-13,-4,3,-4,-6,-17,1,5,-4,1,-3,9,13,-3,6,-5,3,0,-1,1,-7,1,9,0,-5,1,5,4,4,-3,-10,2,-3,4,-3,3,-15,-6,-6,-12,-13,-6,-5,-4,-6,-4,1,-4,2,14,-1,3,-3,-15,11,1,-1,10,3,15,0,1,-8,-9,6,41,23,11,-2,-1,-4,10,-2,7,-2,-1,-10,4,-1,1,6,173,40,10,5,3,2,-9,-6,1,14,-7,-1,-3,13,10,17,893,244,19,-18,13,-14,-4,2,4,9,-4,0,-1,8,2,-5,245,84,16,21,8,7,4,6,2,10,-5,-8,-8,8,-15,2,22,-1,4,-2,4,-8,6,3,8,-13,-6,0,0,5,6,5,-6,-3,-11,0,2,6,5,10,-11,3,7,12,-4,3,1,-3,0,4,4,-3,3,7,-8,5,1,-14,-8,-3,1,15,12,7,-4,4,-3,13,-1,-6,-2,8,17,1,3,-2,10,2,4,-5,11,-7,5,-6,1,10,7,10,2,2,1,8,11,-7,1,-7,-4,-11,-11,5,4,10,13,-4,12,18,6,-11,0,-1,-6,-3,-1,-7,0,10,7,-4,1,11,-3,-10,-19,-8,15,-12,4,1,-6,-6,3,6,2,-7,1,-8,8,-8,-13,-1,-8,8,18,14,5,-4,-9,-8,0,3,-4,7,1,-5,4,5,-17,-3,-4,-7,-7,-16,11,5,-7,-6,-4,6,-11,1,-8,-6,2,4,-1,-11,-9,-5,-7,13,-4,-6,10,-3,4,-16,-2,-8,0,-6,-9,-5
1532995141.486,8,-10,0,-18,-16,1,7,1,0,0,-7,-10,-14,-8,-11,1,10,-20,5,5,17,-12,1,6,1,-6,-12,-19,-7,6,8,4,-8,-32,-8,-1,-6,3,4,-1,8,5,-1,-4,-14,-9,-12,-4,-1,-16,-7,1,-13,1,11,-3,2,-5,-9,-9,7,7,3,-4,15,-6,1,-10,11,1,-19,-4,-3,-8,0,2,-5,-2,5,4,4,-5,-2,8,5,0,11,3,9,21,4,-6,-7,-11,-13,-2,-4,-6,-5,-3,0,-25,3,-2,-5,3,7,5,5,-6,-13,-1,1,1,4,4,-5,-14,-7,-1,-9,-2,1,-17,3,15,-4,1,8,-5,6,13,-3,12,-1,4,7,4,-9,0,6,-2,-8,0,-7,-24,-1,1,-9,-9,-6,-6,-10,14,4,9,5,9,2,0,-14,0,2,-5,4,1,0,-10,4,-2,2,-20,-15,-2,1,-15,-6,-13,-9,0,-1,-3,-10,4,-13,6,2,-2,-9,-15,-10,-6,-10,-8,-4,-18,-3,8,-7,3,6,-8,2,-2,1,1,-7,-1,-2,-20,-7,-9,0,-9,-1,-16,14,0,6,10,-2,8,6,-3,1,-24,-21,-9,-1,5,6,1,2,2,-8,7,7,7,10,0,-3,1,3,4,-2,13,16,-1,1,4,8,9,-3,9,-5,-7,0,-12,6,-2,-2,11,-3,-1,11,9,3,-12,-10,-3,-4,6,26,3,8,2,-3,2,7,4,11,4,-1,-1,17,-2,6,6,169,50,13,15,4,5,0,10,-20,8,-1,2,-2,0,-6,3,877,221,10,-11,5,-2,8,-19,-17,-6,2,-24,8,-5,1,-2,255,71,16,16,12,-9,4,12,0,4,-5,10,-10,-11,-5,-10,21,-3,7,4,14,-14,-3,3,-6,2,0,9,-2,1,2,-1,2,-16,-20,-2,-12,12,2,13,-13,-10,-5,9,-9,-1,3,12,13,-20,-11,-5,1,4,10,-1,14,10,1,9,-13,-4,-3,4,-5,-22,8,2,8,-3,4,11,3,1,6,-4,-1,7,3,7,1,-20,11,-11,5,-4,-11,1,-3,-1,3,0,9,3,10,1,-3,-8,1,-5,-3,-2,-4,-4,7,-5,-3,-5,4,-8,-2,-3,1,-9,11,3,2,-1,-1,5,1,-7,-11,-5,-1,2,4,-2,-10,-14,0,-5,-6,16,-11,-5,-8,-8,-2,7,-7,4,25,3,12,-24,-1,2,2,-9,-4,-7,-9,-5,1,17,10,-4,-5,7,-11,-15,6,9,-3,-3,-7,-5,1,1,1,8,6,13,-8,0,-16,-18,-5,6,6,2,7,-3,5,8,-2,-11,-14,-4,-12,-5
1532995141.497,16,-14,10,-14,-9,-5,23,22,1,0,5,6,8,-8,-13,-1,-2,-5,9,15,5,11,19,17,-8,-9,-4,13,-8,-6,5,-1,10,-21,8,-11,-8,-13,-8,2,-7,-5,11,3,-12,-6,4,4,5,-21,-1,-5,4,-6,9,6,0,11,3,9,6,-12,3,0,-4,-4,1,-4,2,-9,-1,-8,-12,2,2,8,-9,-3,-4,11,-5,-19,1,5,6,-6,-1,2,1,2,0,-6,5,-17,-3,-13,11,-1,5,10,-2,4,17,1,-7,12,12,8,11,-9,-10,0,-8,-10,-14,-5,-1,-17,3,2,-5,-8,9,-7,-4,-10,-16,-10,2,-7,3,-6,10,8,6,20,2,1,-17,-6,5,-23,2,1,-4,-12,-13,-14,-27,-9,-5,0,4,14,-13,9,-2,3,15,-2,1,-16,5,-1,-11,-8,-8,-1,5,-5,-2,-7,-1,-5,7,1,12,-5,-5,1,9,16,-6,7,3,6,-2,-2,-1,3,-6,-20,-4,-9,-1,-6,-8,4,-6,-1,4,1,4,1,3,13,11,6,4,-24,-10,-8,-21,4,-7,-8,-3,6,-7,4,-6,14,9,1,-16,-25,4,3,3,5,-8,0,6,-4,-3,1,9,10,-2,13,0,-24,0,4,2,-6,-7,-5,-10,-14,-11,-6,-7,-12,-5,0,13,-1,6,4,14,2,-1,1,0,-3,-4,-3,1,0,0,-8,31,11,-4,-4,1,-23,-8,-3,3,-5,4,-4,4,1,0,1,185,31,19,3,2,-4,7,-7,9,-1,4,-4,0,15,3,1,892,229,10,4,-3,-5,-3,-14,0,3,13,-12,-4,4,-2,3,249,73,31,13,2,3,-1,11,-5,10,-3,-14,-8,-5,-8,3,12,-10,16,-4,9,1,1,-1,4,-13,-10,0,0,-1,8,-6,2,-17,-8,1,4,-9,-3,0,6,12,12,18,7,11,10,-2,8,-8,-5,16,-1,7,-1,10,3,13,0,-12,-11,5,-1,2,-17,-11,-6,-6,1,3,2,-2,4,-8,8,-10,12,-5,7,8,7,-7,1,-2,-5,-1,-4,3,1,8,-6,0,2,-2,-4,-1,-8,-9,-5,9,-5,4,-3,7,11,7,4,1,-2,9,3,-5,-11,-13,-11,3,-5,-6,5,1,-7,-10,-3,1,10,2,0,-1,-8,-18,-6,-16,6,2,-1,-17,-7,-11,-11,2,-2,16,3,11,-8,-22,-6,-1,2,3,3,3,-11,-2,0,5,1,-7,-4,-4,-8,-8,-2,12,-8,17,3,2,11,7,-9,11,-6,11,-5,-7,-4,-11,-2,-8,1,5,5,-10,9,5,-9,12,-12,-4,-2,-4
1532995141.505,28,-8,1,-10,-25,-4,10,2,0,0,-8,-4,6,-18,1,-1,8,-12,10,12,8,2,8,-3,-6,-8,9,4,-6,-4,4,2,2,7,-1,-7,2,1,4,-3,-12,-4,-2,-1,-4,-7,-3,-6,0,-5,-16,-14,-18,-8,-18,-12,-8,6,12,0,-8,-10,15,4,3,5,5,-6,-11,-5,-9,-6,-16,9,-1,-4,-7,-10,5,8,5,-10,9,3,0,-8,-8,-2,-3,6,-6,-9,-3,-2,14,-4,0,-4,-7,-8,-2,-14,-12,3,-8,-9,-4,2,3,2,-11,-9,11,18,15,-7,5,-13,2,-3,7,-7,-4,9,1,-5,7,3,-7,3,-2,7,1,6,12,-1,1,-14,-11,6,-9,-6,-12,-5,0,0,-3,-4,-5,-11,-6,-14,0,18,6,0,-9,2,1,4,-7,-4,-16,-4,2,-7,4,-2,-2,-7,-5,-4,4,-6,-16,-11,16,4,-1,-2,10,8,3,-4,-13,-24,-8,-11,-2,-10,-1,-11,-6,-13,0,1,-14,5,3,-2,3,-10,1,1,-8,6,13,-3,5,3,-18,17,10,-8,-1,-6,8,1,2,7,-4,7,-1,-2,-18,-10,2,-8,-3,19,0,14,14,0,7,10,14,-6,-9,-5,4,-6,10,-7,-13,4,4,-3,8,17,4,3,4,14,-9,12,-5,-10,4,2,2,3,10,6,2,7,-7,-3,0,-13,-14,1,27,17,3,3,-5,-3,-12,9,14,2,1,-4,9,6,2,1,167,37,-4,-2,-7,12,6,-8,-8,0,-12,-1,-7,11,-4,10,875,241,11,-7,6,-7,-1,3,-4,4,7,6,15,3,5,-13,253,76,23,4,-6,1,7,4,-3,-4,-15,-2,-15,-18,-17,-6,13,-10,2,3,9,11,15,4,3,0,8,-3,2,0,-2,-6,8,-17,-10,-1,-2,-8,11,5,-1,4,3,3,1,7,-1,7,-11,-7,-4,2,5,2,4,-3,5,-10,-12,0,8,-17,1,5,-19,-11,-2,0,9,-5,-5,-3,18,8,2,1,9,-6,4,14,8,-7,-4,2,3,-3,-8,8,8,6,0,0,-2,3,-7,-12,-2,-8,2,-1,-14,-12,-1,-6,-4,-7,-4,7,0,5,-1,4,-4,5,4,4,-2,3,1,6,-2,-6,-3,-8,12,-2,0,5,-15,6,1,-1,9,5,-2,-12,-2,-10,-17,-4,-3,15,27,11,2,-13,11,0,-1,1,2,8,-4,8,9,8,-3,6,-1,-12,0,12,5,4,1,4,2,5,1,5,11,5,7,8,-6,-5,-3,-16,8,-7,-2,15,10,-11,5,-3,-12,-11,8,4,-16,1
1532995141.513,29,-11,-14,-8,-11,-8,1,0,0,0,-2,-3,10,-6,1,-3,0,-15,4,8,15,15,9,-1,-11,-9,-10,11,4,2,10,10,3,-2,-3,-7,-14,-6,18,6,7,-4,-17,-12,-1,-4,0,-20,-5,-14,-5,8,-5,-5,6,-6,7,21,6,4,11,-7,5,5,-8,-20,-3,3,-1,-9,5,-17,-7,8,-4,9,0,-4,5,3,3,-19,-9,-7,0,3,6,6,-4,8,-16,-21,-3,-12,-2,4,13,-4,-16,1,1,1,-2,2,4,9,6,-4,10,-17,-5,-2,-15,-10,-22,-14,-1,-2,-6,9,2,5,-10,16,1,4,-8,-6,-2,-13,-8,7,14,9,10,11,6,-2,12,-8,4,-3,-12,-7,8,-6,-11,-8,2,-6,-2,1,14,5,-3,-2,0,-1,-14,9,0,-19,-2,-1,-10,5,-2,-7,-10,7,1,-9,4,-3,0,5,14,-2,0,1,0,7,-6,11,-18,0,-8,-4,-2,-13,20,2,1,-25,-2,4,-11,1,-3,0,-1,-2,-12,-8,2,-3,4,-11,-6,-18,4,4,-2,-6,-19,-7,-11,-3,8,1,-1,16,2,-4,-5,-7,-3,-12,7,2,-8,1,4,-1,-3,-5,-4,15,6,17,-4,-27,2,-5,-10,-6,8,-1,-6,-2,-5,-2,-11,-4,-3,-11,12,2,11,-2,-10,-14,-8,-7,16,3,-1,-5,0,8,-8,5,42,17,-2,5,7,-4,2,1,1,1,19,-6,9,6,5,8,165,43,12,15,2,-4,-11,-6,-5,2,-2,6,-4,-4,14,10,894,241,15,-2,3,-2,-3,-4,1,-12,-8,-2,-2,-9,7,-3,266,78,3,13,4,4,8,9,-4,1,-9,-4,-24,-6,-6,-14,20,-1,6,10,12,4,1,15,2,-7,5,7,-1,18,-10,-2,4,-11,6,1,-2,6,-3,4,-2,0,-9,1,-11,4,-4,14,1,-21,18,-8,5,1,-1,-7,4,4,3,1,3,-5,-7,-3,-23,-25,-1,5,8,0,-13,-10,-7,-11,13,-6,0,3,2,3,9,-16,-6,-2,-3,1,-10,4,2,2,5,6,10,-9,9,-9,-9,-23,-9,-3,-2,10,-6,-12,1,4,2,13,-1,14,2,2,-6,-26,-6,3,-5,-6,-9,8,6,-2,20,2,17,4,-3,-6,5,-12,-1,-8,0,1,2,-5,-3,-20,-3,8,-3,0,16,5,-6,-22,-7,-4,-2,7,3,-7,10,-2,3,0,0,-2,4,6,-2,-19,6,-5,3,14,6,7,-9,-2,-12,3,4,2,-3,-4,-14,-13,6,3,1,-1,8,6,4,-16,-3,1,2,-5,-2,-6
1532995141.521,14,-11,-11,-12,-8,-8,0,0,0,0,-1,-7,-2,-6,0,1,-6,-18,14,1,2,-2,-7,1,-7,-15,-6,7,14,8,-1,10,-6,-11,4,-9,-14,0,6,-2,0,3,-10,-1,-6,-4,8,-7,4,-14,-12,7,-5,-6,7,-4,17,12,0,-3,-13,-4,4,-1,1,-1,10,-5,3,-13,-3,12,-4,-4,-3,-4,-12,-4,0,-3,3,-19,0,-14,10,-6,-9,8,-14,-4,1,-9,-11,-12,-3,5,-5,-7,0,-13,-5,10,3,-3,4,13,16,-5,7,-4,-6,-10,12,6,6,9,-1,-11,-2,-12,9,-1,1,2,-1,17,0,11,1,-7,2,12,8,8,4,-3,0,-11,-3,-15,-8,-12,-13,-6,-5,-25,-11,-6,-8,-3,-10,-7,5,2,-2,-3,4,5,10,-3,-9,-10,-5,-9,-10,-2,0,-8,-6,-4,5,-4,11,-6,8,9,-9,-11,0,3,7,7,-4,-6,-5,1,-7,-2,5,-7,4,-9,1,-15,-2,-4,-5,4,-1,5,-4,-1,-7,4,-4,-3,0,-1,6,-21,-2,-6,1,-3,-5,-2,-2,7,6,10,-9,4,-2,-15,-5,-1,0,-4,7,5,-4,-4,1,3,4,13,6,-6,5,6,5,-12,-7,-3,5,9,12,14,7,2,-1,0,14,-7,-7,-1,9,-7,5,-9,-1,-4,12,7,-2,-5,9,-6,-11,2,-15,0,28,20,-2,4,4,-17,0,-9,-8,-7,-1,-4,-2,0,1,12,168,34,9,11,2,-4,-10,-7,-9,-7,2,2,0,-10,-5,6,885,223,15,-15,6,-5,7,-2,-11,10,2,-15,19,6,-1,-8,263,75,15,8,16,3,18,14,5,17,-14,-5,-20,-3,-7,-7,14,-10,3,9,6,-2,2,-1,-4,-3,-9,0,3,12,12,8,-2,-9,-6,0,-8,6,-5,0,4,-2,1,9,13,2,7,0,1,-30,-15,3,5,-2,3,16,4,-4,10,12,-11,-2,-20,1,-9,-22,1,16,-2,6,9,-5,-4,2,0,-1,1,6,-2,-8,-3,-16,3,-9,0,7,0,3,-4,-2,-8,-3,-9,0,3,-5,-6,-9,-9,5,-5,13,9,-13,9,-1,-3,7,-8,3,4,-3,-3,-10,-4,-7,-14,-9,-5,-2,-9,-6,7,7,4,4,-4,1,-8,-6,-4,6,9,7,-15,-6,-3,-2,-5,-7,-2,15,7,-6,9,-22,-4,-7,-5,-3,14,-5,1,8,-2,-9,4,-2,1,1,-1,-19,8,2,2,0,-8,8,12,-16,1,-3,0,2,4,-5,-2,-22,-3,8,9,2,24,-1,7,3,-11,0,9,1,-9,1
1532995141.534,1,-10,-13,8,-5,-6,5,0,0,0,-13,-9,-4,0,-5,-2,1,-7,21,-5,-11,4,1,0,-19,-3,-8,-8,-4,7,4,17,-8,-4,-2,5,-14,9,-2,-3,-1,-2,0,-3,11,-2,-3,3,8,-26,-17,4,7,-10,5,-2,-10,-2,4,7,13,17,18,-1,2,-16,-2,9,2,-7,-2,-3,-5,-14,-5,-9,-1,-14,-11,1,4,-15,-5,-1,9,-14,-8,4,1,-11,-11,1,6,-13,-11,-8,-4,3,1,-9,1,-3,0,0,-7,-10,-11,3,15,-5,-17,-13,4,-21,-2,-5,8,0,-1,-19,14,14,-11,4,-3,-6,-8,-14,11,4,-13,0,4,-2,-7,12,2,-21,7,1,-16,-4,7,-6,-10,-21,-4,-2,5,0,-3,-20,-2,-2,5,7,-1,4,1,10,-2,-12,-4,2,-1,0,7,1,11,4,3,-3,3,2,12,18,9,-4,1,-9,-6,22,-3,6,-3,9,3,5,3,-8,-17,-25,-10,-27,2,4,-11,16,-7,11,-5,-17,-6,5,-2,-4,10,-1,-2,-26,-16,-2,1,-7,-8,0,0,-6,1,2,-5,0,11,-3,-7,-15,10,-9,0,7,-3,5,12,-4,9,-11,13,2,3,18,-3,-11,-9,-17,-7,-4,-5,-6,-1,-8,-3,-2,-21,-2,0,2,19,3,3,-8,-4,1,10,3,-12,3,10,-2,-1,1,-4,6,34,0,17,5,-2,-11,4,2,6,4,6,-3,5,-10,14,9,157,35,22,9,-1,4,0,-5,-6,8,0,0,1,10,8,9,874,233,4,-5,3,-3,5,-6,3,18,3,-14,11,5,3,-2,249,65,13,9,7,-1,4,7,-14,4,8,5,-10,-7,-6,-10,34,-12,-2,4,9,0,-6,1,-2,-10,7,7,-7,2,7,2,-1,-2,-5,-2,-5,-4,8,-1,3,-10,-4,1,-6,6,-1,6,-4,-10,1,-8,8,-9,4,12,0,7,-4,4,-4,-3,-2,-5,-8,-19,2,11,4,-1,10,-6,1,10,-2,8,5,5,6,10,7,-6,-2,1,-5,0,1,14,-8,2,-4,-8,0,-10,15,4,3,-16,1,6,3,6,13,3,8,1,1,10,-2,10,11,-6,-10,-3,0,3,-11,-4,-2,-6,-1,4,-10,-1,8,6,-3,1,3,-31,-14,10,-8,6,1,5,7,3,-1,0,-10,0,0,3,-8,-5,-4,-9,-4,-7,-1,-12,-3,7,2,15,7,5,-12,-2,-17,-15,8,-5,-2,4,-4,-1,11,7,-4,6,9,1,-6,6,-21,-27,-5,17,-5,10,10,10,-3,-4,-4,-7,4,-6,0,0
1532995141.54,5,-2,-8,-15,-10,1,8,0,6,0,8,2,-5,-10,5,7,-8,-12,4,-8,0,-2,7,5,-3,-8,-4,0,-5,4,7,12,-14,-8,4,9,-13,16,-6,6,-8,3,1,-7,4,-12,-3,5,-1,-11,-12,-8,2,4,1,-3,2,6,9,0,-3,-8,2,-8,15,-1,-7,-1,-3,-3,0,9,-6,-7,2,2,-6,-2,5,9,1,-4,-12,-13,-6,0,-3,-1,-3,0,10,10,-5,-16,-5,-3,-4,5,-3,-9,-1,-9,6,-8,-5,-3,-4,2,1,-12,-8,-5,-2,15,6,1,9,17,-2,-1,10,5,-4,-7,12,9,7,10,5,3,5,-6,5,2,8,-6,4,-1,5,16,5,-10,-12,-10,6,-13,-8,1,0,-9,-4,-12,-4,-1,3,9,10,-6,-2,8,-2,-1,-5,-2,3,-11,-3,-4,4,5,1,-14,-1,-19,6,2,9,-5,9,-6,17,-3,-4,1,5,-5,-15,4,-13,-14,-17,-7,2,-6,-2,0,-13,8,-4,0,0,-4,-2,1,6,2,4,13,-5,-6,-5,-2,5,4,8,-7,2,-8,2,4,-3,-3,8,11,-2,-1,0,0,1,5,6,0,14,6,-3,1,-3,8,-6,5,-3,-6,5,10,6,3,22,2,-2,14,4,9,-1,7,0,10,10,8,-13,-8,3,-1,-13,-4,-1,7,5,-6,1,10,5,-10,40,8,4,5,-16,-7,6,1,14,-1,-5,-7,10,11,-1,-4,157,37,18,3,0,5,-4,-3,-14,3,-15,2,15,10,5,-7,892,247,21,-8,1,-14,1,-1,-10,1,1,-12,7,-1,0,-6,255,79,15,12,-3,0,12,6,-6,-1,12,-11,-5,-1,-12,-5,15,8,9,-16,4,-5,-7,-6,3,0,-1,3,-5,8,-10,-8,-7,-5,6,-4,-1,-6,4,10,-13,-9,-21,0,-7,3,-1,-1,-10,-15,-6,1,0,1,3,2,-1,8,-3,12,1,0,7,-21,0,12,-4,-1,9,6,-3,2,-3,-12,2,-1,10,8,4,-3,13,-15,-15,1,1,-1,3,16,3,-8,0,8,-12,-1,-4,-8,-11,6,-9,17,1,13,3,-3,16,14,5,-11,3,2,-1,2,-5,-15,8,14,4,-6,-3,8,-14,-12,-9,-11,10,-3,2,9,-3,-12,-4,-10,-1,2,-1,-7,6,-7,9,2,1,14,5,2,-5,-13,7,-1,1,-12,1,-9,2,-12,-3,-1,1,-6,-1,0,5,7,10,0,6,3,-11,4,-2,2,5,2,0,7,-3,-12,-2,-5,3,6,-13,17,9,-6,-1,-12,-3,-3,3,-3,-14,8
1532995141.548,23,-9,-8,-9,-1,0,7,0,5,0,-8,12,3,2,1,-7,-2,-12,11,-3,15,0,-5,7,-5,-16,-10,0,-6,3,-3,12,-5,-9,-9,-2,-17,2,2,7,-7,2,-14,6,-7,-9,3,-12,-16,-25,-12,-3,-11,-20,9,-6,0,-5,9,0,-5,7,5,4,-7,-5,-16,1,3,9,8,0,1,-1,-1,18,3,-6,8,-1,4,-26,-6,-11,7,-1,-4,-3,4,8,-3,-6,0,2,2,6,2,-5,-16,6,8,-3,-5,-11,-4,9,6,2,13,6,8,1,-14,-17,-15,-6,3,-3,-6,-4,4,1,-4,-4,-2,-7,-8,-10,5,-14,11,2,8,1,10,8,17,1,-1,-3,13,-2,-6,-14,6,-7,1,-6,-1,-10,-8,1,7,-2,6,3,-6,6,8,-2,11,-14,-9,-6,-6,-6,11,-9,11,10,4,-17,7,4,6,7,15,-3,6,-4,1,18,-6,-11,-6,-9,4,-14,-5,-3,-1,-2,-7,-16,4,-10,-10,7,4,4,-8,1,-8,1,-5,-8,10,6,1,-19,-8,9,-8,-1,-13,-4,0,-6,11,-3,8,11,8,4,-4,-26,3,5,-2,4,-2,-12,-6,-10,-3,4,2,13,-3,10,3,-1,-1,-3,-6,-4,2,-10,2,-5,-2,-6,-5,12,-12,-3,4,-14,11,3,9,13,-1,-4,6,9,14,9,-9,-9,2,10,34,19,13,10,-10,-8,-1,-2,6,10,-2,-7,15,4,2,-2,175,48,12,11,-6,-14,-5,7,-13,-1,-5,-4,11,6,-4,7,889,216,6,0,-8,-9,0,-10,-6,3,-5,0,3,1,10,-7,246,74,30,8,0,4,11,9,-5,7,0,-2,-9,1,-15,3,18,-8,3,-5,10,-3,-8,12,10,-1,-4,6,-5,1,4,6,7,-7,-6,6,-4,2,0,1,-21,0,-18,0,-8,5,-4,13,-4,-12,0,-3,-3,-6,-10,-1,6,-5,-3,12,-6,-1,-13,5,-22,-12,4,1,2,8,5,2,-2,1,5,-1,0,-2,-4,-4,4,-11,-3,0,1,3,-1,-2,-5,2,-9,-9,13,-11,-1,-15,-3,-24,-3,-6,-4,0,11,-1,14,-5,-7,-5,-6,-2,-6,1,10,-11,8,7,1,7,2,-7,8,-4,-15,4,-3,-7,-3,2,-13,-10,-1,-8,4,15,-1,6,-4,-8,6,2,0,1,-9,1,-2,-17,4,-5,2,12,3,1,-8,10,9,-6,-9,1,4,-7,11,-12,3,-9,-1,7,-3,9,-7,-14,14,14,7,0,-9,-2,-10,-9,0,11,11,10,17,3,3,8,3,6,2,-1,-5,-2
