time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511
1532995142.283,19,-12,1,-13,-9,-8,14,0,1,0,-3,-10,9,-2,-8,-9,-18,-19,22,6,13,24,18,10,-5,-11,4,0,-1,-10,-9,-12,4,9,6,10,4,3,8,9,-4,1,-12,9,-11,8,-3,6,-7,-18,10,6,3,1,-5,9,12,16,-5,-3,-12,-13,11,-7,-1,-5,2,10,4,7,4,-1,4,-9,-8,5,-8,-7,-2,-12,-2,-23,-10,-6,8,3,-5,-7,-6,7,-1,-12,-7,-5,2,5,-1,-21,-17,-5,0,-12,13,-9,-4,-8,-1,2,15,-1,-5,6,4,5,-1,-1,-2,-2,3,-2,-5,0,8,6,3,14,20,11,5,-17,11,1,-3,5,-1,7,2,0,-2,-6,-10,-6,-3,-19,-1,-4,1,-4,-3,-22,-9,6,7,0,-8,9,8,8,-2,-15,1,-17,-9,0,4,-5,7,-10,2,-13,-6,2,-6,-12,6,-6,6,6,2,-17,5,0,0,-6,-6,-4,-6,-8,-9,-4,-4,-15,8,-13,-3,-1,-9,5,-7,-13,-14,-3,-3,7,1,0,-8,11,1,-13,-6,11,3,4,-17,8,9,8,7,4,-8,4,5,0,-4,-20,2,-5,2,12,10,6,6,4,2,7,7,0,-15,-3,0,-10,-8,2,7,6,-5,-1,9,12,9,3,3,20,-3,-7,10,-11,13,2,-2,-1,4,-5,0,2,1,-6,-1,5,5,3,29,4,-15,3,-15,-13,1,10,9,3,3,2,11,0,5,12,163,36,11,1,-11,8,-6,-13,12,10,12,-4,7,2,2,11,877,228,17,-4,11,-8,-1,1,-16,2,-9,0,-3,-21,3,-8,244,66,23,9,3,13,4,-1,-14,-6,-10,-5,-4,-12,-15,8,18,-20,5,-6,-1,-2,-3,-1,4,7,1,-6,-2,9,1,12,-4,-4,-13,-4,-9,-12,5,0,-6,5,-4,-3,0,16,-12,12,-4,-12,-7,-1,-8,-2,1,7,6,-12,-16,-6,-4,4,-2,-2,-17,-24,6,0,8,0,-2,7,-5,3,21,4,-1,-3,12,10,-2,-11,1,-7,11,7,4,0,-2,1,-4,2,3,-6,-1,-2,6,-15,-7,4,0,7,10,4,-6,-6,-5,-2,1,-9,5,0,1,-17,-2,1,-15,-12,1,-2,-7,-11,-1,4,5,9,-3,7,0,-7,-5,7,0,4,-17,-9,4,-6,14,-13,2,3,21,8,4,-20,-8,-6,2,-3,9,-2,-5,-14,-4,-6,2,3,-6,1,0,-17,2,-2,-6,11,-1,2,8,0,4,2,-2,2,-9,-8,1,-20,-9,4,6,2,13,5,3,-14,-4,6,-19,7,-2,6
1532995142.291,10,-10,-4,17,-7,4,10,0,0,0,-3,6,12,4,10,-14,8,-4,14,13,9,17,18,6,-18,-1,-2,-6,2,-1,15,7,5,-7,11,4,6,9,14,-1,0,10,-6,9,-2,-11,-7,-13,3,-7,14,10,2,0,-5,-4,-9,3,-11,0,10,-1,1,-1,7,-12,0,14,10,6,4,6,-7,4,-8,8,8,-4,0,-3,-7,-15,-9,-5,-2,2,-18,-1,8,-6,-17,-3,-13,-9,4,5,6,-15,13,3,-4,0,-6,-2,13,11,-2,-1,5,5,-6,-14,-1,-12,-9,3,-9,-3,6,5,12,0,8,-1,13,-8,-25,-11,12,-12,-1,9,2,-5,12,13,-7,-13,4,-3,0,3,2,-28,10,-21,-17,-12,3,-10,-9,-3,5,-6,8,0,-10,11,-3,0,-7,-9,10,-9,-9,-3,-15,-10,16,15,3,-7,6,-3,5,6,13,-4,-6,-1,8,19,0,-3,-11,-7,-3,-11,-9,-10,-6,-15,-3,-17,23,-1,-7,-3,13,6,-7,-9,-10,-9,-2,-3,6,-1,-4,-11,-8,3,-8,-13,-4,-1,-2,2,1,10,-2,7,7,6,-12,-21,-6,-1,-2,11,16,0,7,1,-7,-2,-2,9,11,18,-5,-17,2,-9,-6,-13,-15,-8,-12,-6,-3,3,-9,5,5,11,2,-3,8,-9,-3,7,1,-8,1,-1,13,0,11,5,-15,3,41,6,1,-8,-10,-2,10,0,7,15,9,2,11,6,-2,12,167,38,12,8,6,7,7,-3,1,10,9,5,-8,11,1,9,878,230,6,-3,4,-6,-1,-8,4,8,3,-15,5,3,2,-8,250,73,21,24,11,3,-8,8,-7,6,-4,-8,-16,-15,-4,8,1,0,3,-11,19,3,3,5,-1,-17,4,6,1,3,3,-1,5,-16,6,0,-1,-4,-1,0,1,5,5,6,2,10,-2,15,-9,-20,-6,-15,3,6,1,4,-8,-15,-4,-3,7,-11,3,4,-19,-10,-10,13,-7,-7,1,10,2,3,4,-4,5,6,6,4,-7,-12,-12,-12,-2,6,4,12,-1,-2,-7,2,6,-9,3,-5,-13,-14,-12,5,1,-9,7,-5,-2,-6,-2,1,-13,0,1,0,-7,-24,-4,10,1,-7,-5,-11,-6,-11,-4,-2,-7,1,-4,-2,7,-11,-7,-14,-1,-5,0,-9,-1,-1,5,-7,-1,1,7,-18,2,-27,-8,1,4,9,-1,0,-2,3,5,8,-10,-14,1,10,-7,-7,-9,8,-1,1,-4,2,-3,-9,2,-6,-2,11,-10,-11,1,-18,-3,-9,-1,-4,-5,5,10,-2,-4,-8,-2,10,-16,12
1532995142.298,7,-11,-17,-5,8,-5,0,0,0,0,-8,0,1,-6,-3,9,-13,-11,1,8,8,21,-2,9,-20,0,-23,-11,4,-7,-4,5,9,-2,4,15,-1,17,5,14,-4,2,-2,7,7,-7,-11,4,1,-2,4,-5,14,1,-1,15,0,4,-7,4,-4,-4,-6,-9,-2,-10,7,12,16,-9,1,-2,4,-11,-4,0,-6,3,0,8,12,-13,4,5,10,4,-1,1,1,-14,-6,4,-8,-9,0,-23,-2,-7,10,13,4,-2,-2,-10,-4,2,-4,6,1,-7,7,3,6,15,-3,-2,8,-2,9,7,11,-2,3,10,-1,23,-3,5,4,-31,-4,6,14,6,9,16,8,-5,-11,-8,-11,-6,-7,-18,-11,-12,-11,-11,-5,1,-12,-1,1,1,3,-5,-5,2,3,4,6,-16,-12,-11,-1,-5,-2,-2,-8,4,-12,-19,-4,12,-1,-8,-4,-2,-3,0,-9,1,1,3,-19,-9,7,-1,2,-4,7,-8,16,-15,-2,-9,-8,-5,-3,-2,4,-2,10,14,3,-6,-3,9,9,-9,-8,-5,-2,1,-7,7,-9,-3,5,8,0,-2,7,7,-8,-10,3,0,0,15,4,5,6,11,10,8,6,-15,2,-2,-4,-24,11,-2,8,13,4,13,-10,1,10,1,-1,-10,-4,12,12,-13,11,-11,2,-4,4,0,0,0,-1,4,1,-1,1,4,31,-1,-8,2,1,-10,-8,-10,15,-2,7,3,13,6,-14,-8,168,43,21,6,-10,8,4,-8,18,11,10,0,0,5,1,1,873,217,18,1,-12,-2,-1,-6,3,12,1,-17,2,-6,-1,-7,234,72,18,3,1,4,4,4,-20,-5,-9,-10,-14,-18,-7,3,23,-13,3,4,15,1,3,1,13,-10,-1,1,-4,3,0,-12,4,-9,-15,-4,1,-9,-1,5,0,-10,-3,-5,-7,10,-2,-5,-10,-27,-9,-14,-7,4,4,0,-6,13,-9,4,-23,-8,1,-4,-15,-20,4,8,-2,6,-5,-3,-5,10,16,5,15,9,17,-1,-6,-10,-18,-5,-5,-2,4,-4,1,-6,3,-8,-4,3,6,2,-1,-14,-9,0,-2,-14,-1,0,3,4,-7,-4,3,-6,7,4,-9,-16,-7,0,-14,-1,-5,-12,2,-1,3,-1,10,-5,5,-1,-14,-15,-9,-10,-14,-10,-14,-18,-4,0,9,11,10,18,7,7,9,-19,1,2,3,2,12,5,-3,-13,-15,-11,1,1,-4,5,1,-5,0,-8,-11,-3,-1,1,5,4,6,9,8,8,-4,-4,-5,-16,6,6,10,20,1,4,3,-13,-3,-2,3,1,-3,7
1532995142.305,11,-8,11,-12,1,0,0,0,0,0,-8,-4,20,-8,1,-11,-3,-15,6,11,23,0,0,7,-8,-12,2,-13,-8,16,0,-4,18,4,12,2,1,1,3,4,-4,6,2,-4,-12,-3,0,-9,1,-24,13,4,0,-4,0,-2,0,2,-1,-6,3,-3,-1,-9,14,-20,5,5,8,-8,10,-3,4,-3,15,-1,-6,-3,14,-5,3,-22,9,-11,5,-5,-9,-9,14,-13,-9,-12,-11,-14,-2,-10,4,-13,-1,-6,-3,-1,6,16,-4,0,9,-11,-2,-3,-14,-22,-15,-13,-13,-6,1,12,11,-9,8,-4,-3,-1,12,-4,-8,-7,1,-13,7,3,6,3,-2,2,2,-1,-10,6,-11,-17,-3,-14,-5,-22,0,9,-15,-1,-4,2,-6,-1,9,15,10,3,14,5,-6,-25,-6,-15,-8,-4,-4,-2,5,2,-11,-14,2,-2,0,-5,8,1,-4,-3,2,2,-11,6,-3,-5,-2,-2,2,6,-4,-5,1,-12,3,0,-3,3,-8,-5,11,12,-2,1,-4,-2,-2,15,-9,-12,-6,-9,3,-5,-9,-15,-6,10,5,10,-6,8,8,-5,-20,-19,-10,-7,12,7,-1,14,3,0,-12,4,6,4,0,7,-7,-9,4,-9,-5,-2,-3,7,-4,-16,1,-6,-25,0,-6,-3,-1,-10,13,6,-14,6,6,0,12,16,14,3,-5,-12,5,4,48,14,0,7,-3,-3,9,-16,3,14,1,-1,4,10,5,16,165,37,5,11,-2,9,-1,14,-13,9,4,-8,-6,-6,8,9,876,220,17,0,2,2,4,3,-15,-5,1,-12,2,1,3,0,257,81,17,9,15,2,6,-2,-8,-1,-3,-5,1,-20,0,8,20,-7,5,12,14,-1,2,-5,7,3,11,12,3,4,4,6,1,-17,-13,-3,-6,4,7,11,0,-2,0,27,10,3,-7,16,9,-14,2,0,10,5,9,0,3,2,-15,6,-8,-1,-2,8,-1,-8,3,7,-3,-11,3,-6,-2,5,5,-1,15,15,-1,11,-3,-21,-13,-9,5,-6,6,-1,3,6,-3,0,-7,-2,1,-4,8,-6,-10,2,2,2,-2,-11,-3,-7,-4,1,12,1,-8,-2,-3,-10,4,17,-12,6,-5,3,2,2,0,4,18,2,8,5,-9,-3,-7,-17,-9,2,-12,-7,1,-10,9,-12,10,16,8,1,-6,-22,0,-5,-5,-8,4,-3,-11,-7,-6,2,-14,-4,-1,-1,-12,-16,-13,5,-9,15,1,2,2,-10,-9,14,-3,0,0,7,-5,-19,5,4,0,9,15,10,15,-15,0,6,12,2,9,1
1532995142.315,6,5,-1,-8,-6,-10,0,0,0,0,11,0,6,1,0,3,-11,2,11,5,20,12,14,3,-6,-14,-1,-2,0,12,9,6,-2,5,20,15,4,1,20,7,-2,-6,8,7,-4,2,-7,2,-7,-4,-2,-2,3,-17,-9,4,-8,3,9,1,-11,0,13,-5,9,6,7,12,11,8,7,7,-10,-6,-10,-6,-1,-4,7,15,7,7,-15,-1,5,-5,-6,3,-3,-3,13,-11,-13,-9,-12,-6,8,9,-6,13,-3,-1,12,2,-14,-2,12,0,-3,-10,-21,4,16,-3,0,-2,-5,-10,2,-10,10,-9,-3,7,20,14,6,3,8,-3,9,16,6,0,-5,2,-2,-6,-14,-11,-9,-9,-13,-10,0,-2,2,-11,4,-5,-10,-9,3,-9,3,7,-3,5,-9,-7,11,-3,-11,-11,-2,-1,-10,-16,1,-13,1,-3,-2,-9,11,14,3,5,3,-9,-4,5,-4,14,-7,-7,-5,-4,-2,-13,-6,-13,5,-15,-11,-9,-3,12,9,7,3,-6,-2,-4,2,-6,0,7,-2,-17,-8,13,0,-2,-8,-13,5,2,12,5,-1,10,10,8,-13,-12,0,3,12,6,18,7,-1,-8,-6,-5,2,0,11,14,6,-5,-13,7,10,-2,0,3,-2,9,-2,4,4,-7,2,-8,1,-15,8,-8,7,9,3,-4,-1,8,-10,-8,6,2,-9,5,20,21,-5,5,-12,-3,12,1,8,18,4,3,9,6,-14,-1,163,32,9,0,-8,-3,-1,4,8,-6,7,21,-1,23,13,5,868,239,19,-11,-1,-4,-11,-4,-13,5,7,1,1,-9,-4,-3,246,85,12,11,0,-2,-3,0,0,3,-12,-1,-12,-18,-10,1,12,-9,0,-10,-1,-10,2,-3,12,4,2,7,0,9,0,17,-4,-7,0,-10,-3,-2,4,10,8,8,3,10,-5,13,1,-4,-7,-11,-3,4,-5,8,3,8,-4,0,-12,-5,-12,-5,0,-6,-23,-1,-2,5,7,7,-6,-4,-3,0,-1,0,9,9,14,-6,7,-12,1,-2,-4,-9,0,10,0,1,-3,1,-10,-3,8,-10,-20,-7,5,-3,-6,8,6,-1,5,0,2,-4,0,-3,13,-11,7,0,-7,-9,-4,3,-6,-10,-5,-5,0,-10,-5,-11,-7,6,-6,1,2,-10,-6,0,-6,-13,-2,11,3,-3,3,6,18,2,6,-4,-13,-1,2,6,-5,-1,2,-6,-9,-14,8,-2,-10,-5,-11,2,-6,0,-3,-5,1,3,10,6,-12,6,7,-4,-15,-15,-10,-1,-14,-3,6,-2,3,0,8,-5,-3,-4,-1,-10,-12,-16
1532995142.33,16,-4,-13,-14,-10,-3,23,17,10,0,-7,-3,5,-3,5,0,-8,-20,18,8,19,19,2,21,-14,0,0,5,2,1,7,19,13,5,15,-4,9,2,-11,-4,-5,-8,-7,0,5,4,-3,-14,2,-16,-4,-2,-1,3,12,4,-5,8,4,-5,13,2,11,-2,15,-9,-2,13,4,12,2,-4,0,-1,-9,-12,-8,-8,11,-4,1,-14,-20,-23,4,-5,-1,-7,0,11,-11,-14,15,-6,2,-6,2,0,11,1,-4,-7,-5,8,-5,-1,4,-4,5,7,-8,-5,-17,-18,-11,8,0,0,-12,12,7,-2,4,0,-19,6,-11,-19,11,-11,-3,10,2,7,10,5,-2,-8,-16,1,12,-4,0,-13,-4,-14,-7,1,6,-14,-2,-9,12,-14,-5,10,2,7,-11,-1,-11,-15,11,-8,-9,-23,-11,3,-2,-2,5,3,9,-13,3,5,9,-4,4,-2,1,11,8,8,-4,-9,-1,-7,-3,1,8,-10,5,-14,0,1,-4,3,-6,-6,9,5,-1,8,1,-1,-5,-11,-5,-14,-13,7,5,2,0,-1,11,9,6,14,-11,9,8,-4,-5,-24,7,-6,-2,0,-2,-12,2,-4,-8,-11,-5,-7,-3,11,6,-2,-12,-8,3,-5,5,-13,1,-11,-1,-2,-6,-2,3,-2,1,-21,6,-5,0,-3,2,8,5,12,18,1,5,1,-8,2,40,9,2,8,-7,-9,5,-2,-1,16,2,-9,8,14,-10,-7,169,29,1,6,9,6,-2,4,-1,11,11,0,1,7,-1,8,871,221,13,7,-11,-4,0,2,-20,12,-1,-2,11,-1,5,4,243,82,31,19,2,-1,14,0,-12,4,-8,-4,-7,-13,-12,12,21,0,1,-7,10,-1,4,-12,15,11,0,4,-4,11,-5,4,-1,-28,-14,-2,-4,7,0,10,8,-10,-2,13,2,15,15,2,-10,-16,10,7,3,11,2,8,-4,-11,-2,7,-4,0,-4,0,-5,1,-4,-4,-4,1,-1,-10,0,-2,3,-6,-4,2,-4,3,7,-15,-1,-8,4,8,-7,-5,3,5,0,1,-14,-4,-4,6,-14,-14,-5,9,-4,2,0,2,-4,13,0,2,-10,2,5,8,1,-12,-12,2,-5,-3,-12,-7,-8,-28,-11,-4,5,-9,8,9,-13,-11,-20,-11,-4,2,4,-8,-2,9,1,-6,-7,-1,8,-4,-5,-21,7,-4,1,5,5,2,-1,-5,1,0,2,-9,-9,-5,-1,-7,-2,6,-7,0,0,-11,1,-8,-5,3,1,-8,-17,-6,-16,-19,3,0,13,3,8,3,14,-1,1,-4,10,11,-2,-6
1532995142.337,19,-2,4,-15,2,-4,5,7,2,0,5,6,17,-11,2,-7,-3,-8,6,7,12,12,9,15,-5,-10,-7,0,8,-3,-5,7,15,-5,8,8,5,4,9,1,-14,2,8,-1,3,-10,13,-7,-11,-8,2,-3,8,-11,-1,-5,-23,-18,-1,6,-4,16,0,2,-5,-1,1,8,9,8,12,17,-12,-11,-10,8,-3,-3,2,3,-3,-13,-2,4,-3,-2,-20,-5,-9,2,10,0,1,-14,6,-5,1,-7,2,0,5,-4,14,0,2,-1,-3,2,-5,-10,-7,-11,9,0,8,-12,8,-4,0,-16,-5,1,-13,-1,-4,27,2,8,13,-16,10,2,-11,3,-3,3,-14,-15,-4,-9,-1,-8,-5,-3,-1,-12,-22,-3,-4,-5,-5,-4,10,5,6,12,7,3,-7,13,-6,-25,-7,-6,-4,-7,-5,-2,5,-2,1,2,14,-2,10,-12,14,-8,-2,-7,-3,1,-5,6,0,-13,-5,4,5,-12,-7,3,-2,-12,-1,-4,-11,9,1,5,1,1,7,16,6,-5,-10,-13,0,-9,-16,-3,4,-5,0,-18,-3,9,15,4,-3,2,-3,0,-14,-16,1,11,1,10,11,17,-3,2,-3,10,-6,-2,-5,12,-4,-6,9,3,17,11,2,7,12,-2,4,15,5,12,-8,-4,6,-10,-3,0,-7,6,2,-3,15,-6,20,-6,4,-6,-7,-6,48,11,8,-11,-8,0,2,-1,12,7,7,-1,-2,1,-9,15,165,40,4,14,-1,-3,-11,-5,3,11,1,2,-3,3,6,9,861,214,23,-6,6,5,-9,0,0,-3,4,-6,-7,-17,9,1,245,67,13,10,4,-11,8,-5,-14,4,-9,-11,-2,-8,7,11,17,-13,-2,-5,12,5,4,1,-5,-4,-7,13,-10,10,17,2,-5,-20,-11,-3,-5,1,3,5,0,-7,-9,3,-4,0,9,6,-11,-14,-8,3,5,11,-7,3,6,-5,3,-6,-8,-4,-15,-14,-2,-11,8,10,5,-5,-1,-3,1,13,2,-4,1,7,6,-8,-3,-16,-5,-6,0,-1,-1,-1,15,5,-9,0,5,-5,0,1,5,-17,-5,2,-3,5,14,0,6,-11,4,-2,3,-2,6,-3,-12,-10,6,7,-3,-11,-15,-9,-1,2,-15,-8,1,-10,4,-2,-4,-21,-9,0,-17,5,-1,-7,1,3,12,-10,7,19,4,14,-6,-11,7,1,0,4,-3,-3,0,16,-6,-1,-8,4,-5,-15,-5,-19,-11,-4,-2,-11,-3,2,2,-2,-3,-15,0,6,-8,-8,-14,-19,-5,-4,7,-8,11,1,6,2,-12,-8,-12,-1,10,12
1532995142.347,18,-2,-4,-9,-14,8,16,0,0,0,-5,20,-2,0,-18,-1,-6,1,14,17,24,5,7,13,-10,-17,-13,2,1,-12,4,-11,12,-5,7,8,18,7,0,6,-2,7,11,-11,0,-2,-6,-6,-5,-24,1,7,1,-2,4,9,-8,10,6,-4,-3,-8,5,-22,11,-10,10,5,6,1,7,-4,-10,-2,-1,-2,-9,-2,14,2,3,-16,1,8,-6,7,1,-1,-13,4,3,12,8,-7,-20,-13,7,-10,1,0,1,-2,3,1,1,2,3,4,14,-12,2,-9,-12,-4,-9,-6,2,-2,5,5,10,3,6,14,-11,3,-21,-13,-2,-16,5,-4,4,2,5,-3,-6,-6,-7,5,-8,-4,-6,-2,-2,-19,-5,6,2,-18,-4,-6,6,1,-6,-4,4,7,-2,-5,3,-13,-8,-27,-13,-5,3,-1,-15,6,-2,-2,-7,-7,6,7,5,-14,3,0,-6,4,3,-6,-1,-4,-2,0,-1,1,2,-17,7,-15,8,-19,-14,5,-4,3,-6,4,1,-7,0,5,-11,-9,-6,-15,-11,6,7,1,-12,-5,-1,2,-4,15,0,15,5,10,-8,-22,-3,5,1,9,9,12,5,4,7,0,9,14,3,16,2,0,2,-12,-7,-3,-6,2,-5,-3,-8,-1,-13,-2,3,-9,1,-4,11,-12,-7,-1,-6,1,14,-7,-1,-7,7,-17,11,4,45,11,-2,1,-2,-10,6,-6,2,9,1,10,4,14,-10,-2,177,43,-6,5,-4,2,2,3,20,10,-11,1,-6,4,2,7,870,232,17,15,18,4,4,1,-23,-1,10,-10,-1,5,-3,-1,251,70,6,10,4,-1,-3,5,-3,-6,-9,-3,-11,-10,9,11,20,-7,0,3,0,4,-7,-1,12,1,-7,5,0,11,7,0,-2,-9,-12,6,10,0,1,3,-4,-11,6,8,4,1,13,13,-2,-11,3,-3,2,-2,-9,4,8,0,-3,2,-8,3,-10,5,-18,-17,-13,7,-8,0,-3,1,27,9,-1,3,4,2,-13,2,-3,-4,-12,-3,0,7,3,-6,-6,4,-3,-7,-7,-13,12,2,-7,-23,0,13,-5,-2,6,-2,2,9,-10,-14,-5,-4,-4,-2,6,-26,5,-1,-6,-4,-6,-2,7,-5,-3,-9,10,-9,-3,-7,-14,-21,-4,-6,-3,1,-9,-9,-2,-7,14,1,-5,2,8,23,6,-22,-5,-16,0,2,3,12,-15,6,0,-4,3,8,1,-1,-15,-16,0,-12,2,11,4,-6,4,3,-3,-4,2,14,-9,-2,-8,-11,-14,10,4,2,0,14,14,-20,0,5,-9,-11,-11,-4
1532995142.354,-3,-7,8,-2,-6,-10,3,12,0,0,5,-2,11,-11,4,10,3,-4,0,8,20,9,17,7,-9,-15,-7,2,1,-10,0,11,0,2,9,2,1,8,17,-7,-11,-4,11,14,16,6,-3,-3,7,-16,13,8,13,-11,1,4,-10,21,3,-4,0,7,14,7,4,-15,6,2,8,5,7,10,4,-4,-7,7,4,7,4,8,9,-5,-1,5,2,8,-22,-3,-2,-4,-3,-23,-5,-11,-2,-20,4,-6,9,4,16,-1,9,-8,-1,0,9,-9,1,3,-17,3,12,19,-4,1,10,3,-14,-4,11,-4,-3,5,-1,24,1,12,-9,-21,-2,-9,0,0,8,2,2,-1,9,-4,5,-27,-6,-8,8,-30,4,7,-6,-1,-7,10,4,6,3,-1,4,9,-2,1,3,-18,3,2,4,-10,6,0,5,-1,-5,-18,2,1,9,-5,-12,-25,-17,-3,-1,8,-1,8,-6,-8,-2,-9,5,0,14,-2,-8,-17,-6,-12,-6,-4,5,0,7,-1,-5,6,-3,-5,-5,-6,3,-14,-12,-9,0,-5,-18,-13,12,-5,-1,21,12,-10,2,-23,-11,-15,-1,9,-1,19,28,4,18,0,4,-4,-9,-14,3,4,-4,-8,4,-5,-2,4,-12,-4,-7,11,10,5,8,-3,-9,-9,-1,-12,10,-5,-2,0,-10,-13,3,-11,-7,2,-8,-24,-5,-2,36,6,9,-16,0,-15,3,1,15,-7,-2,-5,7,-14,-4,1,181,44,11,9,7,6,2,4,0,6,-8,-2,-12,6,-7,4,873,233,17,-8,-7,8,7,-1,-19,16,10,-22,4,1,-3,9,231,59,5,0,-2,-2,-3,6,-2,2,-9,-9,-17,-5,-12,-3,8,-9,-1,-13,-7,-19,-1,0,7,-3,-1,15,-7,0,-13,0,1,-14,-13,-2,9,-2,4,-2,-9,-6,-3,17,-10,8,5,4,-11,-10,-13,-2,-5,-10,6,-7,-3,2,0,2,-2,-4,-1,-10,-12,-13,-5,2,-6,4,6,5,1,-1,-7,-14,4,7,5,5,16,-18,-1,4,2,-6,3,-5,-8,3,-6,2,11,1,-10,-7,-9,-17,2,0,0,2,3,10,-6,-1,-7,-6,-11,7,5,-5,0,-15,-2,8,-12,-3,0,-7,-10,-3,3,0,4,-1,3,-1,-7,-23,1,-5,-9,-12,-18,-5,-1,-2,0,6,7,2,14,10,6,-16,-3,12,5,5,-2,1,0,-1,-6,-10,-8,-7,0,2,-12,-18,-1,-8,-3,18,1,6,-4,-4,0,10,-6,25,-3,4,-20,-27,-1,23,6,3,6,-3,3,-15,0,-9,0,8,-8,10
1532995142.367,31,5,3,-5,-6,-4,2,0,0,0,14,2,16,-10,0,-7,12,5,15,4,17,12,0,12,-15,-11,-17,-3,-3,-2,6,6,9,-4,8,5,4,1,7,8,-3,-3,-5,-1,9,-2,-1,-8,1,-1,2,7,3,5,7,12,-6,13,12,3,5,-21,10,-2,11,15,8,15,-2,-5,0,8,12,4,5,15,3,2,-6,3,-3,-2,-11,5,-5,1,4,11,5,-3,0,3,3,-10,-9,-6,10,12,5,0,13,2,-10,-6,-6,-8,3,2,0,-8,-9,-11,-9,0,1,0,10,-7,2,1,6,0,13,-4,4,3,-6,-16,-5,-3,3,6,3,3,1,-4,15,0,-7,-6,1,2,-7,-20,-4,-8,-4,6,-3,-17,-7,5,8,7,-3,16,3,1,0,9,0,-12,-4,-8,-2,-1,-7,-8,-3,0,-2,-1,7,-16,11,2,5,-1,-2,9,2,11,-1,0,-18,-10,4,-5,-8,-5,-2,-10,1,-18,-1,0,-3,6,-1,-8,-1,-12,-5,-5,-8,-1,-6,1,-6,-5,-13,6,6,2,8,1,-5,-1,2,10,-13,-3,-2,-7,-9,-15,1,-10,6,19,15,-4,-2,1,-3,4,2,-1,5,17,-7,7,-6,0,-2,-11,-3,-12,-12,-12,-11,-6,-2,7,2,-8,12,0,3,3,-8,15,0,6,1,8,-10,0,0,-2,1,8,27,24,8,-2,-9,3,12,-4,7,3,-2,-1,12,8,13,8,171,38,28,-7,-8,0,-13,-20,-2,13,13,5,2,13,20,15,882,242,19,18,-4,-1,-8,3,-8,-10,-2,-9,6,14,-7,2,242,79,13,6,0,3,-3,10,2,3,-15,-2,-12,-19,-4,-8,11,-6,1,6,5,-7,-1,7,8,-8,11,3,-3,5,19,1,0,-10,-8,0,6,-8,10,14,7,-8,0,3,-2,30,-8,8,-8,-7,-17,0,-2,8,12,12,-5,0,3,-6,-3,6,9,15,-2,-4,-1,-5,3,-8,-9,-9,14,18,-7,1,3,-1,11,0,3,6,1,0,-1,-3,0,5,-4,-4,2,-21,-5,-13,-2,-16,-13,1,-14,-4,2,-4,1,-6,1,9,-1,-5,-17,7,4,-1,-12,-12,-6,-2,-12,-5,9,0,-3,1,9,-5,14,-9,-7,-9,-15,-14,-8,-9,2,8,-12,-15,-12,-12,17,2,0,0,7,-4,4,1,-12,-3,2,-2,3,-1,4,6,-3,5,3,0,0,3,4,-4,-8,-18,5,1,-5,1,12,-3,-12,-3,-7,7,-13,5,-17,-4,-7,-10,3,12,12,7,7,-11,-6,-8,-4,9,-1,-16
